order_id,product_id,category,price,base_price,amount,status,user_id,region,priority,order_date,quantity,payment_method,new_name,final_price
ORD100122,P1924,Books,1177.96,3309.03,2866.23,Completed,U2152,Central,High,2024-12-17,7,COD,item_38,3904.66
ORD100123,P1887,Furniture,4734.71,3014.6,4978.8,Completed,U2320,East,Medium,2024-12-30,3,COD,item_13,3557.23
ORD100126,P1663,Electronics,,179.11,2369.29,Completed,U2033,South,Medium,2025-06-22,6,Credit Card,item_34,211.35
ORD100141,P1217,Books,3783.57,797.66,2189.51,Completed,U2634,East,High,2025-07-04,14,COD,item_361,941.24
ORD100144,P1343,Electronics,3135.89,2245.09,954.15,Completed,U2590,West,High,2024-11-23,5,UPI,item_33,2649.21
ORD100159,P1538,Furniture,175.22,2880.82,3035.46,Completed,U2130,South,Medium,2024-03-13,4,COD,item_455,3399.37
ORD100160,P1853,Books,164.07,3059.16,6294.04,Completed,U3058,South,High,2024-10-10,12,Credit Card,item_33,3609.81
ORD100163,P1349,Furniture,4018.03,1273.84,5143.58,Completed,U2563,Central,Low,2024-04-08,1,Debit Card,item_27,1503.13
ORD100164,P1097,Electronics,2211.93,3579.84,255.49,Completed,U3370,West,Medium,2025-04-04,17,COD,item_117,4224.21
ORD100172,P1685,Electronics,4907.99,3634.61,2324.04,Completed,U2089,East,High,2025-08-18,20,Debit Card,item_185,4288.84
ORD100182,P1305,Electronics,4522.38,3379.86,2386.22,Completed,U3304,West,Low,2024-09-18,20,COD,item_179,3988.23
ORD100183,P1307,Electronics,3713.11,3686.52,3078.93,Completed,U3442,East,Medium,2024-06-15,19,Credit Card,item_116,4350.09
ORD100190,P1263,Clothing,4458.02,671.09,7383.24,Completed,U3113,West,Medium,2024-08-20,2,COD,item_151,791.89
ORD100193,P1516,Sports,4337.11,2847.63,7429.19,Completed,U3017,Central,High,2024-10-12,5,UPI,item_89,3360.2
ORD100203,P1000,Groceries,989.7,796.34,5991.94,Completed,U2999,East,Low,2024-10-08,3,Net Banking,item_341,939.68
ORD100215,P1695,Groceries,4643.35,3015.87,4359.45,Completed,U2119,Central,Medium,2024-06-20,5,UPI,item_144,3558.73
ORD100219,P1714,Sports,708.38,1300.29,5848.42,Completed,U2739,South,High,2024-08-23,20,Debit Card,item_498,1534.34
ORD100221,P1759,Electronics,4851.97,2596.81,533.45,Completed,U2844,South,Medium,2025-02-25,5,Debit Card,item_22,3064.24
ORD100226,P1157,Sports,391.23,318.74,188.03,Completed,U2802,West,High,2025-02-26,2,Credit Card,item_215,376.11
ORD100227,P1939,Sports,1028.67,3122.0,6599.57,Completed,U2674,Central,Medium,2025-03-10,9,UPI,item_111,3683.96
ORD100237,P1006,Groceries,,257.1,4317.63,Completed,U3311,Central,High,2025-02-23,6,Debit Card,item_454,303.38
ORD100245,P1328,Groceries,4715.66,247.83,7123.24,Completed,U2700,Central,Low,2025-07-01,10,UPI,item_108,292.44
ORD100255,P1503,Electronics,3840.7,2203.07,7668.27,Completed,U2724,Central,Low,2024-01-20,6,Debit Card,item_479,2599.62
ORD100258,P1681,Toys,997.76,2290.73,3144.41,Completed,U2153,South,Medium,2024-10-19,11,Credit Card,item_486,2703.06
ORD100259,P1813,Sports,4875.06,3648.23,7753.06,Completed,U2076,North,High,2024-11-02,8,Net Banking,item_379,4304.91
ORD100263,P1570,Sports,,3915.47,5824.43,Completed,U2557,Central,Low,2025-03-01,14,COD,item_331,4620.25
ORD100265,P1526,Clothing,1192.13,2672.18,5194.68,Completed,U2776,East,Low,2024-10-28,20,Net Banking,item_434,3153.17
ORD100273,P1579,Electronics,2561.57,854.37,5742.08,Completed,U2019,Central,High,2025-04-28,13,Credit Card,item_357,1008.16
ORD100277,P1619,Furniture,1674.09,3959.06,3023.48,Completed,U3430,Central,High,2025-09-22,12,Credit Card,item_234,4671.69
ORD100278,P1822,Furniture,1379.61,2824.57,807.59,Completed,U2539,Central,Medium,2025-03-20,3,COD,item_306,3332.99
ORD100280,P1165,Books,,2877.75,7827.9,Completed,U2021,East,Low,2025-01-15,14,COD,item_451,3395.75
ORD100281,P1508,Groceries,4046.17,3610.17,4776.02,Completed,U2541,North,Medium,2024-05-09,5,Debit Card,item_61,4260.0
ORD100294,P1807,Furniture,905.16,43.85,2215.55,Completed,U3002,North,High,2024-06-06,14,Debit Card,item_36,51.74
ORD100304,P1295,Toys,2097.69,1315.86,4245.75,Completed,U2600,East,Medium,2024-05-03,8,Net Banking,item_416,1552.71
ORD100311,P1749,Furniture,1581.54,1898.22,3759.07,Completed,U2061,East,High,2025-03-17,4,COD,item_381,2239.9
ORD100323,P1913,Sports,1345.66,2162.61,5659.03,Completed,U2346,West,Medium,2024-05-29,11,UPI,item_337,2551.88
ORD100328,P1322,Furniture,3358.06,1144.38,325.51,Completed,U2037,South,High,2024-08-24,2,COD,item_176,1350.37
ORD100333,P1199,Groceries,2296.44,2629.34,1676.53,Completed,U2691,Central,Medium,2024-09-25,4,UPI,item_224,3102.62
ORD100340,P1192,Sports,3762.75,1868.02,819.26,Completed,U2730,East,High,2025-07-10,7,Debit Card,item_37,2204.26
ORD100344,P1307,Books,670.09,1988.38,315.21,Completed,U2721,West,Medium,2024-06-29,18,COD,item_384,2346.29
ORD100345,P1079,Clothing,4834.74,2470.54,704.41,Completed,U3249,Central,Low,2024-03-18,3,COD,item_153,2915.24
ORD100346,P1642,Furniture,1409.88,2451.05,1014.71,Completed,U2815,South,Medium,2024-01-13,17,Credit Card,item_382,2892.24
ORD100350,P1696,Sports,4540.92,699.64,3212.71,Completed,U2543,West,Low,2024-02-23,18,UPI,item_196,825.58
ORD100351,P1103,Sports,4197.92,3522.05,5506.38,Completed,U2392,Central,High,2024-04-03,5,Credit Card,item_492,4156.02
ORD100353,P1651,Toys,1183.48,1101.07,2265.38,Completed,U2118,Central,High,2024-03-26,3,Net Banking,item_495,1299.26
ORD100354,P1116,Groceries,767.64,2916.86,1644.8,Completed,U2243,South,Low,2024-02-11,13,Debit Card,item_191,3441.89
ORD100365,P1450,Electronics,1643.29,1249.56,460.67,Completed,U3046,West,High,2024-02-09,8,Net Banking,item_285,1474.48
ORD100374,P1397,Electronics,4851.2,3433.4,4521.89,Completed,U2530,East,High,2024-01-12,20,Net Banking,item_458,4051.41
ORD100391,P1900,Books,3857.2,1643.91,7633.57,Completed,U2624,South,High,2025-07-18,17,Net Banking,item_163,1939.81
ORD100418,P1900,Clothing,4359.63,1392.78,7890.44,Completed,U2966,North,Low,2024-09-12,7,Credit Card,item_19,1643.48
ORD100422,P1775,Electronics,3879.64,308.98,1163.85,Completed,U2241,West,High,2024-07-15,15,COD,item_247,364.6
ORD100434,P1100,Groceries,2711.55,1418.35,5241.98,Completed,U2481,Central,Low,2025-05-07,17,Debit Card,item_170,1673.65
ORD100442,P1312,Toys,2371.36,2830.33,1861.55,Completed,U2864,West,Low,2024-01-17,10,UPI,item_98,3339.79
ORD100457,P1326,Clothing,1491.88,648.88,5817.76,Completed,U2745,Central,High,2024-06-27,20,Credit Card,item_358,765.68
ORD100465,P1366,Groceries,2771.73,837.3,1349.2,Completed,U2804,East,High,2025-05-02,20,Credit Card,item_206,988.01
ORD100470,P1690,Books,2090.81,3737.8,6167.97,Completed,U3097,West,Low,2024-05-22,5,UPI,item_248,4410.6
ORD100472,P1694,Toys,3640.57,3119.37,884.28,Completed,U2007,West,High,2024-01-24,18,UPI,item_170,3680.86
ORD100473,P1548,Sports,1930.66,3995.8,3923.11,Completed,U2214,North,Medium,2025-04-06,11,Credit Card,item_53,4715.04
ORD100479,P1302,Toys,844.01,1740.11,3213.43,Completed,U3393,South,High,2024-10-24,3,Debit Card,item_380,2053.33
ORD100482,P1401,Electronics,1077.02,2480.35,1946.44,Completed,U2966,West,Medium,2024-02-15,9,UPI,item_388,2926.81
ORD100486,P1224,Furniture,529.39,843.16,1452.76,Completed,U2893,West,Low,2025-06-27,2,Debit Card,item_130,994.93
ORD100487,P1858,Clothing,313.12,2391.84,5766.04,Completed,U2108,West,Low,2024-10-18,17,UPI,item_499,2822.37
ORD100511,P1569,Clothing,4204.24,1088.65,1375.9,Completed,U3044,North,Low,2024-08-22,12,Debit Card,item_383,1284.61
ORD100515,P1974,Sports,3101.15,1015.14,4456.6,Completed,U2139,East,High,2025-05-07,13,Credit Card,item_453,1197.87
ORD100522,P1251,Toys,1029.09,1258.44,5412.95,Completed,U3309,West,Low,2025-02-25,10,Net Banking,item_298,1484.96
ORD100524,P1455,Sports,4159.99,3294.84,6305.29,Completed,U3388,West,Medium,2025-03-14,15,Net Banking,item_239,3887.91
ORD100527,P1388,Groceries,4300.66,1998.0,5741.96,Completed,U3223,North,Medium,2025-07-14,9,UPI,item_328,2357.64
ORD100528,P1148,Sports,2835.52,3205.63,4160.21,Completed,U2836,Central,Medium,2024-12-07,17,COD,item_189,3782.64
ORD100531,P1485,Electronics,3221.22,473.54,6959.42,Completed,U3060,North,High,2024-09-10,6,Net Banking,item_356,558.78
ORD100536,P1489,Clothing,2638.76,364.94,3636.27,Completed,U3190,West,Medium,2024-09-08,3,Credit Card,item_379,430.63
ORD100538,P1853,Books,4452.71,2500.94,3244.78,Completed,U3052,West,Low,2024-08-27,3,Credit Card,item_423,2951.11
ORD100542,P1949,Electronics,4925.73,2843.92,1071.5,Completed,U3118,North,Medium,2025-01-21,13,UPI,item_360,3355.83
ORD100543,P1549,Sports,2246.79,688.56,2630.03,Completed,U2848,Central,Low,2025-05-29,2,COD,item_494,812.5
ORD100550,P1149,Groceries,4697.25,131.73,4377.07,Completed,U2453,West,High,2025-05-11,8,Credit Card,item_363,155.44
ORD100555,P1604,Sports,3981.69,1477.48,5205.51,Completed,U2945,West,High,2024-06-16,14,UPI,item_308,1743.43
ORD100559,P1299,Toys,3083.56,2622.5,459.27,Completed,U3017,Central,High,2025-05-11,12,UPI,item_196,3094.55
ORD100566,P1815,Groceries,3792.68,3162.83,4571.92,Completed,U3140,North,High,2025-02-24,15,UPI,item_384,3732.14
ORD100569,P1712,Toys,1320.66,1113.59,5462.99,Completed,U2679,East,Low,2025-04-26,18,COD,item_184,1314.04
ORD100570,P1861,Clothing,4521.91,534.02,3444.22,Completed,U2513,East,High,2024-04-18,15,UPI,item_260,630.14
ORD100573,P1583,Clothing,2672.2,1560.29,6370.21,Completed,U3384,West,High,2025-05-15,10,COD,item_110,1841.14
ORD100574,P1434,Books,135.83,3904.06,1145.25,Completed,U3395,South,Medium,2024-07-17,5,COD,item_245,4606.79
ORD100575,P1466,Sports,2816.41,1120.77,6782.63,Completed,U3299,North,Medium,2024-01-24,20,COD,item_241,1322.51
ORD100581,P1294,Furniture,4506.58,1858.21,3781.25,Completed,U3210,South,High,2024-02-21,10,COD,item_111,2192.69
ORD100594,P1166,Groceries,1449.69,3511.43,2246.17,Completed,U2049,South,Medium,2025-05-15,2,UPI,item_436,4143.49
ORD100602,P1661,Books,4737.39,1813.6,7612.73,Completed,U2229,West,High,2025-02-20,17,Net Banking,item_160,2140.05
ORD100603,P1587,Groceries,161.89,3970.87,3553.52,Completed,U3087,North,Low,2025-05-28,11,Net Banking,item_195,4685.63
ORD100608,P1539,Electronics,2452.64,904.47,5654.4,Completed,U2581,Central,Low,2024-06-22,12,Net Banking,item_429,1067.27
ORD100609,P1949,Toys,3016.19,2052.04,5535.22,Completed,U3048,Central,Low,2024-07-12,14,Net Banking,item_252,2421.41
ORD100612,P1711,Books,354.31,2261.23,1718.66,Completed,U2048,East,Low,2024-10-19,18,Debit Card,item_74,2668.25
ORD100613,P1251,Books,3422.25,3088.28,676.68,Completed,U2558,West,Low,2024-03-09,10,Credit Card,item_34,3644.17
ORD100614,P1388,Clothing,526.99,911.0,7478.82,Completed,U3297,North,High,2024-12-09,13,UPI,item_204,1074.98
ORD100616,P1881,Clothing,1829.28,760.69,1066.42,Completed,U2698,South,Low,2024-02-03,3,COD,item_217,897.61
ORD100626,P1779,Furniture,3157.1,1338.52,1980.52,Completed,U2143,East,High,2025-08-12,17,COD,item_62,1579.45
ORD100629,P1846,Furniture,1980.92,1660.93,1559.36,Completed,U2756,Central,High,2024-12-29,6,Debit Card,item_440,1959.9
ORD100631,P1866,Furniture,571.92,2378.4,5066.72,Completed,U2650,East,Low,2024-07-05,3,Net Banking,item_304,2806.51
ORD100640,P1860,Books,3558.79,2018.31,3553.64,Completed,U3211,North,Low,2024-03-28,18,Debit Card,item_93,2381.61
ORD100641,P1799,Groceries,1666.7,2913.54,2818.71,Completed,U2790,West,Medium,2024-03-29,15,UPI,item_399,3437.98
ORD100643,P1906,Clothing,4515.74,2204.46,6733.53,Completed,U2891,East,Medium,2025-04-27,20,Net Banking,item_75,2601.26
ORD100644,P1539,Books,53.44,1615.24,1259.77,Completed,U2679,North,Medium,2024-09-20,5,COD,item_477,1905.98
ORD100678,P1204,Toys,2613.79,3716.24,1869.99,Completed,U2177,East,Low,2025-04-10,13,UPI,item_183,4385.16
ORD100684,P1343,Books,3096.25,1968.07,223.63,Completed,U3205,North,High,2025-09-13,3,Net Banking,item_156,2322.32
ORD100692,P1655,Sports,1246.77,1064.03,219.04,Completed,U3111,South,Low,2025-01-08,11,UPI,item_185,1255.56
ORD100695,P1366,Electronics,2878.06,3628.07,1275.88,Completed,U2459,West,High,2024-10-06,1,COD,item_308,4281.12
ORD100706,P1953,Sports,2013.44,2312.17,2213.88,Completed,U2899,West,Low,2024-03-09,8,Credit Card,item_323,2728.36
ORD100711,P1748,Sports,4269.2,681.93,699.34,Completed,U2126,South,Low,2024-02-22,8,Debit Card,item_497,804.68
ORD100713,P1490,Groceries,3331.23,1417.02,3332.1,Completed,U2827,Central,Low,2024-06-15,10,UPI,item_306,1672.08
ORD100714,P1385,Books,2934.68,3677.4,5879.4,Completed,U2023,East,Medium,2024-12-16,5,COD,item_439,4339.33
ORD100715,P1097,Clothing,3556.25,2488.3,2059.06,Completed,U3258,East,Low,2024-10-11,17,Debit Card,item_385,2936.19
ORD100725,P1422,Toys,847.16,2437.2,3912.14,Completed,U2887,West,Low,2024-02-18,13,Net Banking,item_273,2875.9
ORD100748,P1648,Books,3338.54,3876.41,4794.75,Completed,U3453,South,Medium,2024-04-18,2,COD,item_225,4574.16
ORD100749,P1060,Clothing,2337.17,3859.7,4103.01,Completed,U2880,West,Low,2024-01-11,3,Debit Card,item_168,4554.45
ORD100772,P1598,Books,4484.9,2131.99,3363.38,Completed,U2129,East,Medium,2025-01-12,18,Debit Card,item_186,2515.75
ORD100773,P1509,Electronics,1254.16,898.72,1506.63,Completed,U2526,West,Low,2024-05-02,6,Debit Card,item_256,1060.49
ORD100774,P1352,Furniture,1678.4,3602.57,4569.24,Completed,U3474,South,High,2024-12-17,4,Debit Card,item_135,4251.03
ORD100776,P1511,Toys,2392.94,964.85,2378.64,Completed,U3249,South,Medium,2024-10-24,2,Net Banking,item_348,1138.52
ORD100786,P1573,Clothing,,1567.04,7793.2,Completed,U3206,South,High,2025-03-07,9,UPI,item_52,1849.11
ORD100797,P1956,Groceries,203.29,2055.63,3409.58,Completed,U3132,West,Medium,2024-03-30,9,Debit Card,item_39,2425.64
ORD100798,P1651,Toys,4635.71,2281.02,3781.3,Completed,U2605,South,High,2025-10-01,16,Debit Card,item_498,2691.6
ORD100806,P1132,Toys,684.05,3998.16,4307.73,Completed,U2748,Central,High,2025-08-15,15,Debit Card,item_218,4717.83
ORD100830,P1048,Books,3931.58,2289.34,5512.58,Completed,U3248,East,Medium,2024-03-28,9,Net Banking,item_45,2701.42
ORD100831,P1414,Groceries,2899.65,1944.29,1606.09,Completed,U2641,North,Medium,2025-08-01,7,UPI,item_241,2294.26
ORD100837,P1547,Electronics,,2263.99,878.08,Completed,U3265,Central,High,2024-04-20,2,Net Banking,item_174,2671.51
ORD100838,P1840,Electronics,274.29,121.27,6061.95,Completed,U3154,Central,Medium,2025-02-05,20,Debit Card,item_80,143.1
ORD100847,P1031,Toys,1749.4,1821.48,1596.19,Completed,U2567,East,Medium,2024-03-15,13,Debit Card,item_485,2149.35
ORD100849,P1403,Electronics,4478.76,2423.41,1499.39,Completed,U3220,East,Low,2025-07-20,5,UPI,item_18,2859.62
ORD100852,P1081,Electronics,4385.58,25.91,5603.05,Completed,U2650,Central,High,2025-04-09,9,Debit Card,item_129,30.57
ORD100853,P1741,Toys,3685.69,766.73,3403.71,Completed,U3164,North,Medium,2025-04-03,3,Net Banking,item_298,904.74
ORD100856,P1030,Clothing,4177.25,1127.92,3184.79,Completed,U2027,West,Low,2025-01-09,11,Net Banking,item_33,1330.95
ORD100857,P1648,Books,3840.79,1898.91,3829.91,Completed,U2969,North,Medium,2025-01-04,10,Credit Card,item_78,2240.71
ORD100865,P1317,Clothing,3534.33,3048.57,664.42,Completed,U2674,West,Medium,2025-05-04,7,Net Banking,item_108,3597.31
ORD100868,P1321,Groceries,2394.48,3329.63,5038.48,Completed,U2521,South,Medium,2024-08-18,14,UPI,item_22,3928.96
ORD100869,P1959,Books,4765.47,3855.88,7281.77,Completed,U3458,South,Low,2025-03-31,10,Net Banking,item_211,4549.94
ORD100871,P1377,Books,2898.46,909.97,7304.29,Completed,U3180,East,Low,2024-03-19,1,UPI,item_430,1073.76
ORD100877,P1009,Electronics,3432.38,595.11,7727.61,Completed,U2807,West,High,2025-05-26,1,COD,item_316,702.23
ORD100878,P1275,Toys,4445.38,2496.75,2779.12,Completed,U3110,West,Medium,2024-11-03,19,Debit Card,item_361,2946.17
ORD100879,P1590,Toys,556.32,2085.91,6938.4,Completed,U2912,East,High,2024-09-29,18,COD,item_14,2461.37
ORD100882,P1270,Clothing,2956.85,2145.63,1615.77,Completed,U2373,North,High,2024-08-04,3,Net Banking,item_307,2531.84
ORD100889,P1460,Sports,2231.46,2523.05,4484.19,Completed,U2514,West,High,2025-08-31,13,UPI,item_256,2977.2
ORD100890,P1427,Electronics,4579.15,1821.89,647.46,Completed,U2822,North,Medium,2024-05-07,11,Credit Card,item_153,2149.83
ORD100898,P1474,Sports,1906.44,3726.77,2985.88,Completed,U2344,South,High,2025-09-21,4,Credit Card,item_206,4397.59
ORD100908,P1530,Electronics,542.21,901.2,5599.53,Completed,U2213,South,Low,2024-04-26,4,Net Banking,item_277,1063.42
ORD100915,P1525,Books,1768.3,332.52,7822.66,Completed,U2551,South,High,2024-05-31,6,UPI,item_27,392.37
ORD100919,P1449,Toys,4489.03,2066.08,6616.49,Completed,U3137,Central,Low,2024-04-28,8,COD,item_75,2437.97
ORD100928,P1779,Electronics,717.06,682.69,1692.05,Completed,U2749,North,Medium,2024-08-04,16,Debit Card,item_26,805.57
ORD100929,P1147,Groceries,4354.86,157.01,5025.23,Completed,U2044,West,Medium,2025-07-31,15,Debit Card,item_106,185.27
ORD100934,P1069,Clothing,498.43,3674.93,7583.51,Completed,U2500,Central,Medium,2024-05-16,8,Credit Card,item_385,4336.42
ORD100936,P1372,Groceries,1975.28,1918.76,5226.26,Completed,U2734,South,Low,2024-04-02,14,Debit Card,item_417,2264.14
ORD100941,P1547,Sports,891.6,337.01,3745.72,Completed,U2044,West,Low,2025-01-11,16,COD,item_94,397.67
ORD100944,P1254,Clothing,4893.98,1939.44,4278.86,Completed,U2343,Central,High,2025-01-10,9,COD,item_359,2288.54
ORD100945,P1501,Clothing,3984.87,238.16,363.89,Completed,U2599,Central,High,2024-05-30,20,COD,item_154,281.03
ORD100946,P1050,Books,3937.62,83.66,6163.78,Completed,U3344,North,Low,2024-01-07,2,COD,item_323,98.72
ORD100949,P1242,Furniture,,3909.14,373.22,Completed,U2147,North,Low,2024-10-29,19,Credit Card,item_34,4612.79
ORD100954,P1665,Sports,1885.18,889.84,5653.4,Completed,U2115,East,Medium,2025-06-21,15,Debit Card,item_418,1050.01
ORD100955,P1331,Groceries,3019.44,3390.87,4068.62,Completed,U3152,North,Low,2025-02-01,2,Credit Card,item_136,4001.23
ORD100957,P1889,Clothing,2766.56,819.01,2925.69,Completed,U2533,East,Medium,2024-11-03,15,COD,item_499,966.43
ORD100965,P1683,Sports,350.17,97.3,5123.73,Completed,U3441,East,High,2024-08-28,4,Credit Card,item_443,114.81
ORD100968,P1091,Electronics,3310.75,2948.16,5471.36,Completed,U2527,North,Low,2025-02-25,8,Net Banking,item_354,3478.83
ORD100970,P1110,Clothing,3532.68,3439.02,7779.91,Completed,U3152,Central,High,2024-12-06,4,Debit Card,item_22,4058.04
ORD100974,P1492,Groceries,4842.6,283.65,5594.82,Completed,U2518,West,Low,2025-07-15,18,Credit Card,item_120,334.71
ORD100975,P1956,Sports,2079.63,3357.93,1074.64,Completed,U2451,East,Medium,2024-04-10,17,COD,item_54,3962.36
ORD100979,P1583,Groceries,3904.15,2365.35,1671.26,Completed,U3075,Central,Low,2025-02-28,12,COD,item_326,2791.11
ORD100980,P1087,Books,2978.34,1624.94,6022.26,Completed,U2967,West,Medium,2025-09-07,4,Credit Card,item_221,1917.43
ORD100982,P1145,Groceries,312.34,1493.06,6927.37,Completed,U3384,Central,Low,2024-03-13,3,Debit Card,item_483,1761.81
ORD100987,P1562,Clothing,1458.49,1741.86,5449.44,Completed,U2915,North,Medium,2024-11-08,13,COD,item_18,2055.39
ORD100992,P1960,Clothing,1325.29,953.82,2305.54,Completed,U3164,North,Low,2024-06-28,5,Credit Card,item_365,1125.51
ORD100993,P1255,Furniture,3905.9,141.01,6521.3,Completed,U2707,South,High,2024-08-15,20,Net Banking,item_498,166.39
ORD100999,P1717,Groceries,3683.72,2549.2,4677.56,Completed,U2374,North,Medium,2025-06-28,14,Net Banking,item_216,3008.06
ORD101013,P1778,Books,1819.3,562.48,6475.24,Completed,U3127,Central,Low,2025-05-16,9,Net Banking,item_398,663.73
ORD101034,P1171,Books,680.37,2580.24,6619.63,Completed,U2012,West,Low,2024-09-01,16,Credit Card,item_60,3044.68
ORD101047,P1386,Toys,422.78,2240.63,1557.14,Completed,U3219,South,Medium,2024-02-07,6,Net Banking,item_419,2643.94
ORD101052,P1483,Groceries,3810.49,314.73,1893.96,Completed,U2656,North,Low,2024-05-24,14,COD,item_83,371.38
ORD101057,P1125,Books,1748.32,3390.47,3770.03,Completed,U2190,East,High,2024-05-14,16,Net Banking,item_439,4000.75
ORD101064,P1177,Clothing,247.13,3981.94,4305.57,Completed,U2482,East,High,2025-04-05,5,COD,item_118,4698.69
ORD101068,P1964,Groceries,4189.7,3466.48,238.02,Completed,U2676,South,High,2024-07-17,17,Debit Card,item_398,4090.45
ORD101070,P1178,Sports,200.45,209.38,3741.33,Completed,U3088,South,High,2024-08-09,7,Net Banking,item_497,247.07
ORD101077,P1361,Sports,4220.91,1072.13,7877.01,Completed,U2355,North,Low,2024-04-21,1,UPI,item_455,1265.11
ORD101087,P1196,Furniture,827.54,3028.58,6724.0,Completed,U2096,North,Medium,2024-12-01,4,Net Banking,item_152,3573.72
ORD101090,P1012,Furniture,442.65,2254.57,7242.85,Completed,U3454,East,Low,2025-06-01,13,Net Banking,item_363,2660.39
ORD101097,P1953,Groceries,2286.07,3472.79,1736.9,Completed,U2975,West,Medium,2024-11-13,17,Credit Card,item_73,4097.89
ORD101108,P1187,Clothing,709.77,3048.49,1050.52,Completed,U3294,West,High,2025-07-28,4,UPI,item_138,3597.22
ORD101109,P1877,Clothing,1860.47,3944.16,7695.44,Completed,U3399,North,Medium,2025-03-15,3,COD,item_498,4654.11
ORD101110,P1078,Books,3220.1,404.83,2449.5,Completed,U3139,South,Low,2025-05-13,7,COD,item_337,477.7
ORD101111,P1749,Sports,3496.61,2894.24,3907.2,Completed,U2562,South,Low,2025-05-21,15,Debit Card,item_267,3415.2
ORD101113,P1748,Toys,2713.29,3407.1,7757.27,Completed,U2110,West,High,2025-06-05,19,Debit Card,item_184,4020.38
ORD101114,P1876,Clothing,791.09,1172.58,4733.0,Completed,U2564,West,Low,2025-09-30,19,Debit Card,item_61,1383.64
ORD101115,P1354,Furniture,1287.22,910.83,4913.46,Completed,U2300,West,Low,2025-04-30,18,Debit Card,item_414,1074.78
ORD101118,P1313,Sports,269.21,3681.56,5086.18,Completed,U2857,North,Low,2025-04-11,3,Debit Card,item_489,4344.24
ORD101121,P1466,Books,566.9,3701.21,2022.15,Completed,U3238,South,Low,2025-05-09,19,Credit Card,item_236,4367.43
ORD101126,P1477,Electronics,1673.3,543.38,7493.58,Completed,U2771,West,Medium,2025-05-29,10,Debit Card,item_40,641.19
ORD101127,P1541,Toys,2283.27,238.35,5822.61,Completed,U2730,South,Low,2024-07-01,3,Credit Card,item_135,281.25
ORD101139,P1239,Electronics,1949.46,475.33,7784.5,Completed,U3131,West,Medium,2024-04-06,15,Net Banking,item_277,560.89
ORD101140,P1826,Toys,2323.43,3905.05,2340.52,Completed,U3161,South,High,2024-08-28,3,Credit Card,item_413,4607.96
ORD101143,P1388,Groceries,1839.94,3989.43,1932.83,Completed,U2254,East,High,2025-02-14,7,Credit Card,item_297,4707.53
ORD101146,P1986,Books,2355.52,1176.6,2568.59,Completed,U2358,South,Medium,2025-01-05,7,UPI,item_218,1388.39
ORD101148,P1557,Groceries,834.59,2261.47,1632.24,Completed,U2845,North,High,2024-08-23,5,UPI,item_89,2668.53
